smiles,is_standard_smiles,standardised_smiles,inchi_key
CC(=O)SCCSP(=O)(OCC1=C(O)C=C(N2C=C(C)C(=O)NC2=O)O1)OC1=C(CO)OC(N2C=C(C)C(=O)NC2=O)=C1,False,CC(=O)SCCSP(=O)(OCc1oc(-n2cc(C)c(=O)[nH]c2=O)cc1O)Oc1cc(-n2cc(C)c(=O)[nH]c2=O)oc1CO,PKQNMQSZDCVFLD-UHFFFAOYSA-N
CCN(C)C(=O)OC1=CC=CC(CCNC(=O)/C=C/C2=CC=C(O)C(OC)=C2)=C1,False,CCN(C)C(=O)Oc1cccc(CCNC(=O)/C=C/c2ccc(O)c(OC)c2)c1,NOTHLVOFIJJGMM-UHFFFAOYSA-N
CC1=NC=C(F)C=C1C1CCCN1C1=NC2=C(C(=O)NC3CCC3)C=NN2C=C1,False,Cc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCC3)c2n1,OYUPEYJGGPSRJI-UHFFFAOYSA-N
COC1=CC=C2C=CC=C(CCNC(=O)C3CN(C(=O)C4=CC=NC=C4Cl)C3)C2=C1,False,COc1ccc2cccc(CCNC(=O)C3CN(C(=O)c4ccncc4Cl)C3)c2c1,GPIQFBCNVRJQTB-UHFFFAOYSA-N
CN1CCN(CC2=CC=C(C(=O)NN(C3=NC(C#N)=NC=C3Br)C3CCOCC3)C=C2)CC1,False,CN1CCN(Cc2ccc(C(=O)NN(c3nc(C#N)ncc3Br)C3CCOCC3)cc2)CC1,QMMLHHLWVXDIKW-UHFFFAOYSA-N
CC1=CC=C(OCCOCCN(C)C)C(Cl)=C1.O=C(O)C(=O)O,False,Cc1ccc(OCCOCCN(C)C)c(Cl)c1,RDHKGHQJVMOWRC-UHFFFAOYSA-N
CC1=CC=C2C(NCC3=CC=C(NC(=O)C4CCN(CC5=CC=C(F)C=C5F)CC4)C=C3)=NC(N(C)C)=NC2=C1,False,Cc1ccc2c(NCc3ccc(NC(=O)C4CCN(Cc5ccc(F)cc5F)CC4)cc3)nc(N(C)C)nc2c1,JGTHUDHDZLHWCK-UHFFFAOYSA-N
O=C(O)CCN1C=C(C2=CC=C3C(=C2)C(O)(C(F)(F)F)C2=CC=CC(CO)=C32)C=N1,False,O=C(O)CCn1cc(-c2ccc3c(c2)C(O)(C(F)(F)F)c2cccc(CO)c2-3)cn1,ZJVCOZGAILQSJE-BMRFZXAMSA-N
CCOCCCNC(=O)C1CCN(S(=O)(=O)N2CCCC2)CC1,True,CCOCCCNC(=O)C1CCN(S(=O)(=O)N2CCCC2)CC1,YKRJYBLIPVQHIC-UHFFFAOYSA-N
CC(=O)/C=C/[C@H](CCC1=CC=CC=C1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)N1CCOCC1,False,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,UGODZDORNQOVFI-UHFFFAOYSA-N
O=C(O)C1=CC=C(NC(=O)C2=CC3=CC(Br)=CC(Br)=C3OC2=O)C=C1,False,O=C(O)c1ccc(NC(=O)c2cc3cc(Br)cc(Br)c3oc2=O)cc1,JVYPBTFUSNVQST-WISKXVKBSA-N
CC1=NC2=CC(C3=CC=CS3)=NN2C(NCC(C)(C)CN(C)C)=C1C,False,Cc1nc2cc(-c3cccs3)nn2c(NCC(C)(C)CN(C)C)c1C,YTJHJFNOCXBJFN-UHFFFAOYSA-N
CC(C)C[C@H]1CNC(=S)N1C[C@H]1CCCN1C[C@H](CC1=CC=C(O)C=C1)N1C[C@H](CC2=CC=CC=C2)N(CCC2=CC=CC=C2)C1=S,False,CC(C)C[C@H]1CNC(=S)N1C[C@H]1CCCN1C[C@H](Cc1ccc(O)cc1)N1C[C@H](Cc2ccccc2)N(CCc2ccccc2)C1=S,GVOGABPGKFWBNS-LLSZRQSJSA-N
CN(C)CCCN1CCCC2=CC(NC(=N)C3=CC=CS3)=CC=C12,False,CN(C)CCCN1CCCc2cc(NC(=N)c3cccs3)ccc21,QHIXZDPZNKHNBX-JKSUJKDBSA-N
CCCCC1=CN(CC/N=C2\C[C@H]3CC[C@]2(C)C3(C)C)N=N1,False,CCCCc1cn(CC/N=C2\C[C@H]3CC[C@]2(C)C3(C)C)nn1,IYKQEQLCCONZGW-UHFFFAOYSA-N
COC1=CC=CC([C@H]2OC3=CC(O)=CC(O)=C3C(=O)[C@@H]2O)=C1,False,COc1cccc([C@H]2Oc3cc(O)cc(O)c3C(=O)[C@@H]2O)c1,AIZTYZRNBCCRMR-UHFFFAOYSA-N
CCOCCC(=O)N1CCC2(CCNCC2CO)CC1,True,CCOCCC(=O)N1CCC2(CCNCC2CO)CC1,WYIXGZUDGCSVKP-UHFFFAOYSA-N
OC1=CC=C(CC2=NN=C3C=CC(C4=CC=CC=C4)=CN23)C=C1,False,Oc1ccc(Cc2nnc3ccc(-c4ccccc4)cn23)cc1,RGWGQAIGACORTH-UHFFFAOYSA-N
COC1=CC(OCC2=C(C)SC(C3=CC=NC(F)=C3)=N2)=C2C=C(C3=CN4N=C(C)C=CC4=N3)OC2=C1,False,COc1cc(OCc2nc(-c3ccnc(F)c3)sc2C)c2cc(-c3cn4nc(C)ccc4n3)oc2c1,DKNPRPFGGWHHMX-UHFFFAOYSA-N
CCC(=O)NN1C=NC2=C(C1=O)C1(CCCCC1)CC1=CC=CC=C21,False,CCC(=O)Nn1cnc2c(c1=O)C1(CCCCC1)Cc1ccccc1-2,WFDVOZUFGQXBMN-GICOJTESSA-N
CCNC(=O)C1=CC=CC(NC(=O)CCC(=O)C2=CC(C)=CC=C2C)=C1,False,CCNC(=O)c1cccc(NC(=O)CCC(=O)c2cc(C)ccc2C)c1,KCJPHIFGAYCDQF-UHFFFAOYSA-N
C/C(=C1/CCOC1=O)[C@@H](O)[C@@H]1OCC[C@@H](O)[C@H]1O,True,C/C(=C1/CCOC1=O)[C@@H](O)[C@@H]1OCC[C@@H](O)[C@H]1O,AIMJDSLMZCDDNT-BXUZGUMPSA-N
COC1=CC=C(OC)C(CNC2=NC=C(C3=CC=C(F)C=C3)N2C)=C1,False,COc1ccc(OC)c(CNc2ncc(-c3ccc(F)cc3)n2C)c1,SKAYGFFLRFARDX-OZIXAUCHSA-N
CC[C@@]1(O)CCN(C(=O)C2=CC=CN=C2OC)C[C@H]1O,False,CC[C@@]1(O)CCN(C(=O)c2cccnc2OC)C[C@H]1O,MZEJDMPWCOAAGT-UHFFFAOYSA-N
O=C(OC[C@]1(C2=CC=CC=C2)CC[C@H](N2CCC(C3=CC=C(F)C=C3)CC2)CC1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,False,O=C(OC[C@]1(c2ccccc2)CC[C@H](N2CCC(c3ccc(F)cc3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,RTMDCQYUXWCPQG-UHFFFAOYSA-N
C1=CC=C(NCCNC2=NC3=C(C4=CC=C5C=CC=CC5=C4)C=NN3C=C2)C=C1,False,c1ccc(NCCNc2ccn3ncc(-c4ccc5ccccc5c4)c3n2)cc1,GIZYIOOBBUHOBS-UHFFFAOYSA-N
CCN1SC2=CC=CC=C2C1=O,False,CCn1sc2ccccc2c1=O,OSPSRUWHYMZFBP-UHFFFAOYSA-N
N#CC1=CC=C(C(=O)N2CCC3(CC2)N=C(N)C2=C(F)C=CC(F)=C2N3)C=N1,False,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,YCCIEQLSDVGOIO-ULKRLTICSA-N
OC(CCCN1CCC2=C(C3=CC(F)=CC=C3N2C2=CC=C(F)C=C2)C1)C1=CC=CC(C(F)(F)F)=C1,False,OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1cccc(C(F)(F)F)c1,XJWJQDZWUYUIEM-UHFFFAOYSA-N
C=C1C(C)CO[C@@]12C[C@@H](C)[C@H]1[C@H](C[C@@]3(C)[C@@H]4CC[C@H]5[C@](C)(C(=O)O)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]13C)O2,True,C=C1C(C)CO[C@@]12C[C@@H](C)[C@H]1[C@H](C[C@@]3(C)[C@@H]4CC[C@H]5[C@](C)(C(=O)O)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]13C)O2,PPJVCMCRSKLLKO-OEAKJJBVSA-N
NCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,False,NCCCN1c2ccccc2CCc2ccccc21,BSEVBDOXBOJIQR-OCSSWDANSA-N
C/C(=N\NC(=O)C1=CC=CC(S(=O)(=O)N2CCOCC2)=C1)C1=CC=C(OC(F)F)C=C1,False,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(OC(F)F)cc1,ORLARZUHOHSRIB-UHFFFAOYSA-N
CC1=CC=C(CC2=NN(CC(=O)N/N=C/C3=CC=CN3)C(=O)N2CCC2=CNC3=CC=CC=C23)C=C1,False,Cc1ccc(Cc2nn(CC(=O)N/N=C/c3ccc[nH]3)c(=O)n2CCc2c[nH]c3ccccc23)cc1,BIZPODKYIXENDL-UHFFFAOYSA-N
CCCCCCC(=O)NC1=C2C(=NC3=CC=CC=C13)N(C)CC2,False,CCCCCCC(=O)Nc1c2c(nc3ccccc13)N(C)CC2,HOANBKZKJUWEFS-NEBGFLKFSA-N
CC(CN1C=CC=N1)N1C=NC2=CC=CC(F)=C2C1=O,False,CC(Cn1cccn1)n1cnc2cccc(F)c2c1=O,YLDWEHIXIVHXFW-QLBRXNFHSA-N
O=C(N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=C(Br)C=CS1,False,O=C(N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1sccc1Br,QNISRMHWDPVSJV-UHFFFAOYSA-N
COC1=CC=CC=C1NS(=O)(=O)C1=CC=C(N/N=C/C=C/C2=CC=CC=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,False,COc1ccccc1NS(=O)(=O)c1ccc(N/N=C/C=C/c2ccccc2[N+](=O)[O-])c([N+](=O)[O-])c1,GBGOLZBCTGKYRE-UHFFFAOYSA-N
COC1=CC(C2=NNC=C2C2=CC=C(OCC3=CC=CC=C3)C=C2)=CC(OC)=C1OC,False,COc1cc(-c2n[nH]cc2-c2ccc(OCc3ccccc3)cc2)cc(OC)c1OC,OQHSPFOUGNOEPN-UHFFFAOYSA-N
CCCCCCOC(=O)NC1=CC=C(NCC2=CC=C(F)C=C2)N=C1N,False,CCCCCCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,LTAQEJVORRDKTA-UHFFFAOYSA-N
CCN(CC)CC.NC1=NC(=O)N(C2C=CC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2)C=C1F,False,Nc1nc(=O)n(C2C=CC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2)cc1F,XSSKMYAGAJTGCW-STPXIVCJSA-N
CCOC(=O)C1CC(=O)C=C(OC(=O)C2CC2)C1,True,CCOC(=O)C1CC(=O)C=C(OC(=O)C2CC2)C1,JDADEROVQGCQQJ-GFCCVEGCSA-N
COC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(N5C=CN=C5)[C@@]4(C)CC[C@H]23)C1,False,COC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(n4ccnc4)=CC[C@@H]32)C1,ARUDRDZEAIFFFO-UHFFFAOYSA-N
N[C@H](CC1=CC(Cl)=C(Cl)C(C2=CN=CC(O)=C2)=C1)C(=O)O,False,N[C@H](Cc1cc(Cl)c(Cl)c(-c2cncc(O)c2)c1)C(=O)O,PITZTJMRXGGMPN-UHFFFAOYSA-N
CCC(C)(NCC(=O)NC(=O)NC)C1=NC=CS1,False,CCC(C)(NCC(=O)NC(=O)NC)c1nccs1,MBNLMEFDTDUAQC-UHFFFAOYSA-N
CCN(CC)CCOC1=CC2=C(C=CC(=O)O2)C=C1OC,False,CCN(CC)CCOc1cc2oc(=O)ccc2cc1OC,ZPPBDGWUMMNKPL-UHFFFAOYSA-N
CC1=NN(C(C)C(=O)N2CCC3=CC=CC=C23)C(C)=C1[N+](=O)[O-],False,Cc1nn(C(C)C(=O)N2CCc3ccccc32)c(C)c1[N+](=O)[O-],KTKFYAKLGPAHKA-UHFFFAOYSA-N
C=C1C(=O)OCC1C(O)C1=CN(CC2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12,False,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)c(Cl)c2)c2ccccc12,MQAGWJGGLKPBSC-UHFFFAOYSA-N
CN(C)C1=NC2=CC(N3C=NC4=C(SC(C5=CC=C(Cl)C=C5)=C4)C3=O)=CC=C2N1C,False,CN(C)c1nc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc2n1C,RHBJVFYWXNXPEB-UHFFFAOYSA-N
N#[N+]C1=CC=CC(S(=O)(=O)[O-])=C1,False,N#[N+]c1cccc(S(=O)(=O)[O-])c1,FUMFERFWSZGVIW-NGDVZMDKSA-N
CC1=C(C(=O)NC2=CC=CC=C2)C2(CCCCC2)C(C#N)=C(SCC(N)=O)N1,False,CC1=C(C(=O)Nc2ccccc2)C2(CCCCC2)C(C#N)=C(SCC(N)=O)N1,JGOAZQAXRONCCI-SDNWHVSQSA-N
NC1=NC=C(C2=CC([C@@H]3[C@H]4CN(C5COC5)C[C@@H]34)=NC(N3CC4CC3C4)=N2)C=N1,False,Nc1ncc(-c2cc([C@H]3[C@@H]4CN(C5COC5)C[C@@H]43)nc(N3CC4CC3C4)n2)cn1,WQIORBDAXGTWNE-UHFFFAOYSA-N
C(=N/NC1=CC=CC=C1)\C1=CC=CC=C1,False,C(=N/Nc1ccccc1)\c1ccccc1,YFAWYXOUAYXLDT-UHFFFAOYSA-N
COC1=CC=C(C(=O)COC(=O)CNC(=O)C2=CC=CS2)C=C1Br,False,COc1ccc(C(=O)COC(=O)CNC(=O)c2cccs2)cc1Br,XZBOLNHKGZOWEI-UHFFFAOYSA-N
CCC1=C(C)SC(NC(=O)C2=CC=C(C)C=C2)=C1C(=O)OC(C)(C)C,False,CCc1c(C)sc(NC(=O)c2ccc(C)cc2)c1C(=O)OC(C)(C)C,PTOCNKSXDLHDSI-UHFFFAOYSA-N
CC1=C(C(=O)N2CCC(C3=NC(C#N)=CS3)CC2)C=NN1C1=NC2=C(C(=O)N1)CCC2,False,Cc1c(C(=O)N2CCC(c3nc(C#N)cs3)CC2)cnn1-c1nc2c(c(=O)[nH]1)CCC2,LXEAMSGDMHPGRJ-UHFFFAOYSA-N
CN(N=O)C1=CC=CC=C1O,False,CN(N=O)c1ccccc1O,WXJVTKCKFVWMGE-UHFFFAOYSA-N
CC1(C)CCCC(C2=CC=C(Cl)C=C2)=C1CN1CCN(C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C([N+](=O)[O-])=C3)C(OC3=CN=C4NC=CC4=C3)=C2)CC1,False,CC1(C)CCCC(c2ccc(Cl)cc2)=C1CN1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,BFEFHAHFFFXJIT-FOKLQQMPSA-N
CN1C(SCC(N)=O)=NN=C1C1=CC=C(S(=O)(=O)N2CCCC2)C=C1,False,Cn1c(SCC(N)=O)nnc1-c1ccc(S(=O)(=O)N2CCCC2)cc1,INQANWBOIDMWHI-NRFANRHFSA-N
CCO/N=C1\CC(N)CN(C2=NC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)C1,False,CCO/N=C1\CC(N)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,SRNBPLVNLYRSLY-GFCCVEGCSA-N
CC1=CC=CC(N/C(=N\C(=O)C2=C(C)N=C(C)S2)N[C@H]2CCCCN(CC(=O)N3CCCC3)C2=O)=C1,False,Cc1cccc(N/C(=N\C(=O)c2sc(C)nc2C)N[C@H]2CCCCN(CC(=O)N3CCCC3)C2=O)c1,QNKOKCUOLJOQDF-UHFFFAOYSA-N
C[C@@H]1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C1=CC=CC(C(F)(F)C2=NNC(=O)C3=CC=CC=C23)=C1,False,C[C@@H]1Cn2c(nnc2C(F)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,IWGYBCBNNDUSLE-UHFFFAOYSA-N
O=C(CSC1=NC2=CN=C(Cl)N=C2N1C1=CC=C(C2CC2)C2=CC=CC=C12)NC1=CC=C(C(F)(F)F)C=C1,False,O=C(CSc1nc2cnc(Cl)nc2n1-c1ccc(C2CC2)c2ccccc12)Nc1ccc(C(F)(F)F)cc1,CMZVXOQOJGOXSB-UHFFFAOYSA-N
COC1=CC=C(CNC(=O)C2=CC=C(C3=NC(CSC4=CC=CC=C4)=C(C)O3)C=C2)C=C1OC,False,COc1ccc(CNC(=O)c2ccc(-c3nc(CSc4ccccc4)c(C)o3)cc2)cc1OC,NJESGTKAAQYDNZ-UHFFFAOYSA-N
COCCOC1=CC=CC=C1C1C(C(=O)C(C)(C)C)C(=O)C(=O)N1C1=CC=C(C2=COC=C2)C=C1,False,COCCOc1ccccc1C1C(C(=O)C(C)(C)C)C(=O)C(=O)N1c1ccc(-c2ccoc2)cc1,MILFXDLBQWNWQW-CYBMUJFWSA-N
O=C(NCCCN1CCOCC1)C1=CC=C(Br)S1,False,O=C(NCCCN1CCOCC1)c1ccc(Br)s1,JASCOAPMRJUIMY-WOJBJXKFSA-N
CCC1=CC=C(S(=O)(=O)N2CC[C@@H](N)C2)C=C1CC,False,CCc1ccc(S(=O)(=O)N2CC[C@@H](N)C2)cc1CC,PYHQRWGUQOENPZ-UHFFFAOYSA-N
CC1=NC([C@](C)(O)C#CC2=CC=C3C(=C2)C2=C(SC(C(N)=O)=N2)[C@](C)(F)CO3)=NO1,False,Cc1nc([C@](C)(O)C#Cc2ccc3c(c2)-c2nc(C(N)=O)sc2[C@](C)(F)CO3)no1,CLTIPVSDSFHYRW-UHFFFAOYSA-N
CCOC1=CC=CC=C1C=C1C2=CC=CC=C2C(=O)C2=CC=CC=C12,False,CCOc1ccccc1C=C1c2ccccc2C(=O)c2ccccc21,LWZPTPFCZNCGBD-UHFFFAOYSA-N
O=C(O)C(F)(F)F.C1=CC(CNCC2CN3N=NC=C3CO2)=CO1,False,c1cc(CNCC2Cn3nncc3CO2)co1,YKYSWSVDOCPYKZ-UHFFFAOYSA-N
COC1=CC=CC(CNC(=O)C2=CC=C(N3CCOCC3)C([N+](=O)[O-])=C2)=C1,False,COc1cccc(CNC(=O)c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)c1,DYEBQBWYGSPVPH-UHFFFAOYSA-N
CC1=CC=C(C)C2=C1C=C(C)C1=NN=C(SCC(=O)NC3=NC4=C(S3)CCCC4)N21,False,Cc1ccc(C)c2c1cc(C)c1nnc(SCC(=O)Nc3nc4c(s3)CCCC4)n12,ZKQKWXGNOYDRHH-UHFFFAOYSA-N
O=C(NCCCCCCNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,False,O=C(NCCCCCCNC(=O)c1ccccc1)c1ccccc1,AGIUPQUTLBAVDK-UHFFFAOYSA-N
O=C(CC1=CC(Cl)=CC=C1O)NC1=CC=C([N+](=O)[O-])C=C1Cl,False,O=C(Cc1cc(Cl)ccc1O)Nc1ccc([N+](=O)[O-])cc1Cl,YQUMUENGLFKEDT-UHFFFAOYSA-N
CC(C)(C)OC(=O)NCCCCN(CCCN)C(=O)OC(C)(C)C,True,CC(C)(C)OC(=O)NCCCCN(CCCN)C(=O)OC(C)(C)C,CMMNPBHEUAWBPK-UHFFFAOYSA-N
COC1=CC=CC=C1C1=NN=C(C2=CC=C(C(=O)NNS(=O)(=O)C3=CC(Cl)=C(Cl)C=C3Cl)C=C2)O1,False,COc1ccccc1-c1nnc(-c2ccc(C(=O)NNS(=O)(=O)c3cc(Cl)c(Cl)cc3Cl)cc2)o1,CFUYGGPBOBIHRG-UHFFFAOYSA-N
COC1=CC=C(NC(=O)C2=C(N)C3=CC=C(C4=CC=CN=C4)N=C3S2)C=C1OC,False,COc1ccc(NC(=O)c2sc3nc(-c4cccnc4)ccc3c2N)cc1OC,OJXIQJYPVLRDEZ-KRWDZBQOSA-N
O=C(C(=O)N1CCC2=CC=CC=C12)C1=CNC2=CC=CC=C12,False,O=C(C(=O)N1CCc2ccccc21)c1c[nH]c2ccccc12,AVMNJGDJGHSQDP-UHFFFAOYSA-N
COC1=CC=C(OC2CCN(C(=O)[C@@H](N)CC3=CNC=N3)CC2)C=C1,False,COc1ccc(OC2CCN(C(=O)[C@@H](N)Cc3c[nH]cn3)CC2)cc1,PURMTHHDJDASBS-UHFFFAOYSA-N
CC(C)(C)C(=O)OC1=COC(CSC2=NC3=CC(C(=O)O)=CC=C3O2)=CC1=O,False,CC(C)(C)C(=O)Oc1coc(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O,SRJGIPQKULJJRH-UHFFFAOYSA-N
N#CC1=CC(F)=CC(C2=NC(C3=CC=CC=N3)=CO2)=C1,False,N#Cc1cc(F)cc(-c2nc(-c3ccccn3)co2)c1,OKVXWLFRHOXZPA-UHFFFAOYSA-N
N#CC1=NC=CC=C1CN1C=CN=C1,False,N#Cc1ncccc1Cn1ccnc1,IPFWHVBSLPSAGT-CBJLPSGESA-N
O=C(OC1=CC=CC=C1)N1C(=O)NC=C(F)C1=O,False,O=C(Oc1ccccc1)n1c(=O)[nH]cc(F)c1=O,AZKYYOXBOPFROK-UHFFFAOYSA-N
O=C(NCCC1=CC=C(Cl)C=C1Cl)[C@@H]1[C@@H]2C=C[C@H]([C@H]1C(=O)NCCCCN1CCCC1)C21CC1,False,O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCc2ccc(Cl)cc2Cl)[C@@H]2C=C[C@H]1C21CC1,MHJNFKIKTUBIBH-UHFFFAOYSA-N
O=C(CSC1=NC2=CC=CC=C2N=C1C1=CC=CC=C1)N1CCCCCC1,False,O=C(CSc1nc2ccccc2nc1-c1ccccc1)N1CCCCCC1,XCDQISLHKSKFLH-PWCZCSLDSA-N
CC1=NC2=C(C)C(C)=NN2C(N2CCC(N3CCOCC3)C2)=C1,False,Cc1cc(N2CCC(N3CCOCC3)C2)n2nc(C)c(C)c2n1,VTSKDSWGAIIDJV-UHFFFAOYSA-N
CC1=C[C@H]2CC3=C(C=CC(=O)N3)[C@@]3(C1)[C@@H]2CCCN3C(=O)CCN(C)CCCCCCCCN(C)CCC(=O)N1CCC[C@@H]2[C@H]3C=C(C)C[C@@]12C1=C(NC(=O)C=C1)C3,False,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2CCCN3C(=O)CCN(C)CCCCCCCCN(C)CCC(=O)N1CCC[C@@H]2[C@H]3C=C(C)C[C@]21c1ccc(=O)[nH]c1C3,HXROWJFHWUQPAL-NXLLHMKUSA-N
O=C1NC2=CC=C(C3=NN=C(NCC4=CC=C(C(F)(F)F)C=C4)SC3)C=C2N1,False,O=c1[nH]c2ccc(C3=NN=C(NCc4ccc(C(F)(F)F)cc4)SC3)cc2[nH]1,KEPCRQPBSHAPNH-UHFFFAOYSA-N
O=C(/C=C/C1=CC=C(OS(=O)(=O)O)C(OS(=O)(=O)O)=C1)O[C@@H]1C[C@](OS(=O)(=O)O)(C(=O)O)C[C@@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O,False,O=C(/C=C/c1ccc(OS(=O)(=O)O)c(OS(=O)(=O)O)c1)O[C@@H]1C[C@](OS(=O)(=O)O)(C(=O)O)C[C@@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O,AEZXGOOZIUWETC-RIYZIHGNSA-N
COC1=C(Cl)C=C(Cl)C(O)=C1C(=O)NCCN1CCN(C2=CC=CC=C2)CC1,False,COc1c(Cl)cc(Cl)c(O)c1C(=O)NCCN1CCN(c2ccccc2)CC1,QOKWAMNOBLWSAD-TWRBBEJXSA-N
CCOC(=O)C1=C(/N=C/N(C)C)SC2=C1CCC2,False,CCOC(=O)c1c(/N=C/N(C)C)sc2c1CCC2,LPHDIQKURFDTPO-UHFFFAOYSA-N
C=C(C)[C@@H](CC)CN1CC[C@H](CNC(=O)C2=CC=C3C=C(Cl)C=CC3=C2)N[C@H](CCN2CCCCC2)C1=O,False,C=C(C)[C@@H](CC)CN1CC[C@H](CNC(=O)c2ccc3cc(Cl)ccc3c2)N[C@H](CCN2CCCCC2)C1=O,UPWIXROBQHXMSV-UHFFFAOYSA-N
NC1CN(C2=CC=NC=C2NC2=NC=C3C=CC(C4=C(F)C=CC=C4F)=NN23)CCC1F,False,NC1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CCC1F,ZDCBSMGNORWPAE-UHFFFAOYSA-N
CC1=CC(=O)N(C2=NN(C)C=C2)C1=O,False,CC1=CC(=O)N(c2ccn(C)n2)C1=O,XXTKRPLVXDVTJR-UHFFFAOYSA-N
COC1=CC(N2C3=C(C4=NC=NC(N)=C24)CCC3)=CC=C1NC(=O)CN1C=C(C(F)(F)F)N=C1C,False,COc1cc(-n2c3c(c4ncnc(N)c42)CCC3)ccc1NC(=O)Cn1cc(C(F)(F)F)nc1C,VOEAFQUTYKPXBM-DFHRPNOPSA-N
N#CC1=CN=C(SCC(=O)N2CCCCC2)N=C1N,False,N#Cc1cnc(SCC(=O)N2CCCCC2)nc1N,LJFHNQVYXLXWBM-UHFFFAOYSA-N
C[C@@H](OC(=O)COCC1=CC=CC=C1)[C@H](NC(=O)C1=CC=CC=N1)C(=O)NCCCC(=O)OCC1=CC=CC=C1,False,C[C@@H](OC(=O)COCc1ccccc1)[C@H](NC(=O)c1ccccn1)C(=O)NCCCC(=O)OCc1ccccc1,AYKPYAOQPANRFS-UHFFFAOYSA-N
O=C(NC1=CC=CC(C2=NN3N=CC=CC3=C2C2=CC=NC(NC3=CC=CC(C(F)(F)F)=C3)=N2)=C1)C1=C(F)C=CC=C1F,False,O=C(Nc1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)c1)c1c(F)cccc1F,MDYPEKYXGSHXAG-UHFFFAOYSA-N
COC1=CC=C(COC2=CC=C(CN3C=NC4=CC(C5=NOC(C6CCNCC6)=N5)=CC=C34)C=C2OC)C=N1,False,COc1ccc(COc2ccc(Cn3cnc4cc(-c5noc(C6CCNCC6)n5)ccc43)cc2OC)cn1,IQEPXEFPEIYIJA-UHFFFAOYSA-N
CCOC1=C2CN(S(=O)(=O)C3=CC=C(C)C=C3)C(C3=CC=CC(Cl)=C3)CC2NC(C2=CC=CC=C2)C1,False,CCOC1=C2CN(S(=O)(=O)c3ccc(C)cc3)C(c3cccc(Cl)c3)CC2NC(c2ccccc2)C1,MDXHAAVALMQUQH-KRWDZBQOSA-N
CCN1N=C(C(=O)NC2=NCCS2)C2=CC=CC=C2C1=O,False,CCn1nc(C(=O)NC2=NCCS2)c2ccccc2c1=O,IQBOGHOYAOXFPO-UHFFFAOYSA-N
CC(=O)NC1=CC(N2CCC[C@H]2COC2=CC=CC=N2)=NC(N2N=C(C)C=C2C)=N1,False,CC(=O)Nc1cc(N2CCC[C@H]2COc2ccccn2)nc(-n2nc(C)cc2C)n1,HKYCNLVYXPSQOZ-UHFFFAOYSA-N
