smiles,is_standard_smiles,standardised_smiles,inchi_key
CC1=NN(C2=CC=C(NCCNC(=O)C3=CC=C(Br)O3)N=N2)C=C1,False,Cc1ccn(-c2ccc(NCCNC(=O)c3ccc(Br)o3)nn2)n1,IJLCHNCPLHHMNB-UHFFFAOYSA-N
CCOC(=O)C1=C(NCC2=CC=CC=C2)N=C(C2=CC=CC=C2)N2CCN=C12,False,CCOC(=O)C1=C(NCc2ccccc2)N=C(c2ccccc2)N2CCN=C12,UOVONACJLHZOCD-XBXARRHUSA-N
CC(=O)NCCNC(=O)C1=NN(C)C2=C1COC1=CC=CC=C21,False,CC(=O)NCCNC(=O)c1nn(C)c2c1COc1ccccc1-2,WQKUVKYSJGFULB-UHFFFAOYSA-N
ClC1=CC=C(CN(CC/C=C/C2=CC=CC=C2)N2C=NC=N2)C(Cl)=C1,False,Clc1ccc(CN(CC/C=C/c2ccccc2)n2cncn2)c(Cl)c1,JCZPOYAMKJFOLA-IMJSIDKUSA-N
COC1=CC2=C(C(C)=C(CC(=O)NCCC3=CC=CC=C3F)C(=O)O2)C=C1OC,False,COc1cc2oc(=O)c(CC(=O)NCCc3ccccc3F)c(C)c2cc1OC,WERKLXJPXQLJPJ-UHFFFAOYSA-N
O[C@H]1CNC[C@@H]1O,True,O[C@H]1CNC[C@@H]1O,HVKYWOIKINNFPD-UHFFFAOYSA-N
C=CCN1C(C2=CC=CC=C2)=CC=C(C#N)C1=O,False,C=CCn1c(-c2ccccc2)ccc(C#N)c1=O,SRVYWMPHAPBHFJ-UHFFFAOYSA-N
CC1CCCN1C1=CC=C2N=CC=CC2=C1,False,CC1CCCN1c1ccc2ncccc2c1,WWOMIMPYEWXPPS-UHFFFAOYSA-N
CC(C)(C)OC(=O)NCC1=CC=C2C(C3=CC=C(F)C=C3)=CC(C(N)=O)=NC2=C1,False,CC(C)(C)OC(=O)NCc1ccc2c(-c3ccc(F)cc3)cc(C(N)=O)nc2c1,GACRXNRSYVNZIM-UHFFFAOYSA-N
CCOC(=O)CC1=CC=C(N(CC)CC2=NC3=CC(C(F)(F)F)=CC=C3N=C2C2=CC=CC=C2)C=C1,False,CCOC(=O)Cc1ccc(N(CC)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1,HJYHSCQLNDIBDE-UHFFFAOYSA-N
O=C(NC1=CC=CC(Cl)=C1)NC(CCC(=O)N1CCN(C2=NSC3=CC=CC=C23)CC1)C(=O)N1CCN(C2=NSC3=CC=CC=C23)CC1,False,O=C(Nc1cccc(Cl)c1)NC(CCC(=O)N1CCN(c2nsc3ccccc23)CC1)C(=O)N1CCN(c2nsc3ccccc23)CC1,SFMBZXLPYFCTAU-RMDVGAJOSA-N
C[N+]1=CC=CC(N(CCCCCC2CCCCC2)C2=CC=C(C#N)C=C2)=C1.[I-],False,C[n+]1cccc(N(CCCCCC2CCCCC2)c2ccc(C#N)cc2)c1,MNZZTNNRXMEJSU-DZJGSNNOSA-N
CC(=O)N1[C@@H]2C3=CC=C(/C=C/C4=CC=CC=C4)C(=O)N3C[C@H]1[C@H](CO)[C@H]2C(=O)N(C)C,False,CC(=O)N1[C@@H]2c3ccc(/C=C/c4ccccc4)c(=O)n3C[C@H]1[C@H](CO)[C@H]2C(=O)N(C)C,QTLPNFZRBVSFGU-XMMPIXPASA-N
C[C@H](C1=CC=C(C(=O)NCCC(=O)O)C=C1)N1C(=O)C(C2=CC=CC(F)=C2)=N[C@]12CC[C@@H](C(C)(C)C)CC2,False,C[C@H](c1ccc(C(=O)NCCC(=O)O)cc1)N1C(=O)C(c2cccc(F)c2)=N[C@]12CC[C@@H](C(C)(C)C)CC2,DWUXOADNYZZIEE-UHFFFAOYSA-N
COC(=O)[C@H](NC(=O)C1=CC(C2=CC=CC=C2)=NC2=CC=CC=C12)C1=CC=C(OC)C=C1,False,COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccc(OC)cc1,OVVCFROULCDNBD-UHFFFAOYSA-N
CC1=CC=CC(N2C(=O)N(C3=CC=CC=C3C)C3CS(=O)(=O)CC23)=C1,False,Cc1cccc(N2C(=O)N(c3ccccc3C)C3CS(=O)(=O)CC32)c1,OOWGEGYPCQGHJZ-UHFFFAOYSA-N
O=C(CCC1CCCN(C(=O)C2=CC3=CC=CC=C3O2)C1)NCC1=CC=C(F)C(F)=C1,False,O=C(CCC1CCCN(C(=O)c2cc3ccccc3o2)C1)NCc1ccc(F)c(F)c1,SOYRBJOZZUIORF-UHFFFAOYSA-N
OCCNC1=CN=CC(C2=CC3=C(C=N2)C=NN3C2=CC=CC(N3CCNCC3)=N2)=N1,False,OCCNc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)n1,CXMVMWOAQBDGKE-UHFFFAOYSA-N
CC1=CC=C(N2C(SCC(=O)NC3=CC=C(S(=O)(=O)NC(=O)NC4=CC=CC=C4)C=C3)=NC3=CC=CC=C3C2=O)C=C1,False,Cc1ccc(-n2c(SCC(=O)Nc3ccc(S(=O)(=O)NC(=O)Nc4ccccc4)cc3)nc3ccccc3c2=O)cc1,HLLKPHMFUJARJP-ZEMFGHSESA-N
CCOC(=O)C1=C(NC(=O)C2=C(N(C)C)N=C(NC3=CC=CC=C3)S2)SC2=C1CCCC2,False,CCOC(=O)c1c(NC(=O)c2sc(Nc3ccccc3)nc2N(C)C)sc2c1CCCC2,YYUUAXZMRDLMNI-UHFFFAOYSA-N
N[C@H](C(=O)N[C@H]1CCC(=O)N(CC(=O)O)C1=O)C1CCCN1,True,N[C@H](C(=O)N[C@H]1CCC(=O)N(CC(=O)O)C1=O)C1CCCN1,BSMXFTMXLBAWBV-HYARGMPZSA-N
CCOC(=O)C1=C(C)N(CC2=CC=CC=C2)C2=CC=C(OCC(O)CN3CCN(CC4=CC=CC=C4)CC3)C=C12,False,CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CN3CCN(Cc4ccccc4)CC3)cc12,CKYVVFHKUHKNAC-WJFTUGDTSA-N
CC1=CC=C(CS(=O)(=O)/C(=C/C2=CC=C(Cl)C=C2)C(=O)C2=CC=C(Cl)C=C2)C=C1,False,Cc1ccc(CS(=O)(=O)/C(=C/c2ccc(Cl)cc2)C(=O)c2ccc(Cl)cc2)cc1,RRGGUNBHDQHVMD-UHFFFAOYSA-N
CC(C)(CN)CNC(=O)[C@H]1[C@H](C(=O)NCC2=CC=C(Br)C=C2)[C@@H]2C=C[C@H]1C21CC1,False,CC(C)(CN)CNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1,KKPZLFALOZLDOU-DOTOQJQBSA-N
CC1=NC2=C(C3=C(S2)C(NCC2=CC=CC=C2)=NN3C)C(C)=C1Cl,False,Cc1nc2sc3c(NCc4ccccc4)nn(C)c3c2c(C)c1Cl,HNXZQKZCCDWHKO-UHFFFAOYSA-N
NC(=O)[C@@H]1OC(=O)N2C3=CC=C(C4=CC=C(CN5C=NC=N5)N=C4)C=C3OC[C@@H]12,False,NC(=O)[C@@H]1OC(=O)N2c3ccc(-c4ccc(Cn5cncn5)nc4)cc3OC[C@@H]12,GOOKOBTYBFHEOR-UHFFFAOYSA-N
CC1(C)CC(C)(C)C2=CC(N/C(S)=N/C3=CC=C(S(N)(=O)=O)C=C3)=CC=C2S1,False,CC1(C)CC(C)(C)c2cc(N/C(S)=N/c3ccc(S(N)(=O)=O)cc3)ccc2S1,FRJXMHKQNDNFBV-BZSXFTBESA-N
CC1=NC2=CC=CC=C2C(C2=CC=CC(Cl)=C2)=C1C(OC(C)(C)C)C(=O)O,False,Cc1nc2ccccc2c(-c2cccc(Cl)c2)c1C(OC(C)(C)C)C(=O)O,XATHNMIETPXGFE-UHFFFAOYSA-N
CC1=C(C)[C@@]2(C[C@@H](C)[C@H]3[C@H](C[C@@]4(C)C5=CC=C(C(C)(C)/C=C/C(=O)O)C(C)=C5C(=O)C[C@]34C)O2)OC1=O,False,CC1=C(C)[C@@]2(C[C@@H](C)[C@H]3[C@H](C[C@@]4(C)c5ccc(C(C)(C)/C=C/C(=O)O)c(C)c5C(=O)C[C@]34C)O2)OC1=O,XTFONEFLPIUPRW-UHFFFAOYSA-N
CCCN1C=CC(NC(=O)C2=CC=C3N=C(C(O)(C4=CC=CC=C4)C4=CC=CC=C4)N(CC)C3=C2)=N1,False,CCCn1ccc(NC(=O)c2ccc3nc(C(O)(c4ccccc4)c4ccccc4)n(CC)c3c2)n1,MKNBYEROSHNHBQ-KVSWJAHQSA-N
O=C(NCC(C1=CC=CN=C1)N1CCN(C2=CC=C(F)C=C2)CC1)C1CCCCC1,False,O=C(NCC(c1cccnc1)N1CCN(c2ccc(F)cc2)CC1)C1CCCCC1,OHSXMGUTKUWAOC-VUTHCHCSSA-N
COC1=CC(/C=N/NC(=O)C2=CC=C(C(F)(F)F)N=C2NC2=CC=C(Cl)C=C2)=CC(OC)=C1OC,False,COc1cc(/C=N/NC(=O)c2ccc(C(F)(F)F)nc2Nc2ccc(Cl)cc2)cc(OC)c1OC,LPYXVJYBIQSVRT-UHFFFAOYSA-N
O=C(O)C1CCCN(CCN/N=C/C2=CC=CC=C2C2=CC=CC=C2C2=CC=CC=C2)C1,False,O=C(O)C1CCCN(CCN/N=C/c2ccccc2-c2ccccc2-c2ccccc2)C1,CMLUQWKVHHCXOP-UHFFFAOYSA-N
FC1=CC=CC2=C1C1=C(F)C=CC=C1[I+]2.O=S(=O)([O-])C(F)(F)F,False,Fc1cccc2c1-c1c(F)cccc1[I+]2,NNKGFSWETFSILT-IUXPMGMMSA-N
C=CCCCCCCCCC1=NN=C(NC2=CC=CC=C2)S1,False,C=CCCCCCCCCc1nnc(Nc2ccccc2)s1,GBOWSHXBCIUEIK-NDHUZOIRSA-N
COC1=CC=C(C2=CC=C3C(=C2)O/C(=C\C2=CSC=C2)C3=O)C=N1,False,COc1ccc(-c2ccc3c(c2)O/C(=C\c2ccsc2)C3=O)cn1,RGDNWCIHGZTXBD-HSZRJFAPSA-N
NC[C@H]1CC[C@H](CNC(=O)C2=C3C(=NC=C2)N=C(C2CC4CCC2C4)N3)CC1,False,NC[C@H]1CC[C@H](CNC(=O)c2ccnc3nc(C4CC5CCC4C5)[nH]c23)CC1,CWTIJSIEKPIMMM-UHFFFAOYSA-N
CC1=CC(CN2CCCC[C@@H]2CO)=CC=C1C(=O)CN1C=CC(OCC2=CC=C(Br)C=N2)=CC1=O,False,Cc1cc(CN2CCCC[C@@H]2CO)ccc1C(=O)Cn1ccc(OCc2ccc(Br)cn2)cc1=O,ZNZNICRHPGQPCX-UHFFFAOYSA-N
COC1=CC=C2C(=O)C(C(=O)OCCCCCCN(C)C)=C(C3=CC=CC(OC4=CC=CC=C4)=C3)NC2=C1,False,COc1ccc2c(=O)c(C(=O)OCCCCCCN(C)C)c(-c3cccc(Oc4ccccc4)c3)[nH]c2c1,FTAGWUVDJCQRGR-TWOPAUOSSA-N
C=CCN1C(=O)NC2(CCCCC2)C1=O,True,C=CCN1C(=O)NC2(CCCCC2)C1=O,DTJUKPBRMFXSOX-ZBZXEDRXSA-N
CO/N=C(\CC1=CC(Br)=C(OC)C(Br)=C1)C(=O)NCCNCCNC(=O)/C(CC1=CC(Br)=C(OC)C(Br)=C1)=N/OC,False,CO/N=C(\Cc1cc(Br)c(OC)c(Br)c1)C(=O)NCCNCCNC(=O)/C(Cc1cc(Br)c(OC)c(Br)c1)=N/OC,JZBDYCMBOWBSIO-UHFFFAOYSA-N
C[C@@H]1O[C@H](OCC2=CC=C3C(=C2O)C(=O)C2=CC=CC=C2C3=O)C[C@@H](N(C)C)[C@@H]1O,False,C[C@@H]1O[C@H](OCc2ccc3c(c2O)C(=O)c2ccccc2C3=O)C[C@@H](N(C)C)[C@@H]1O,UPNZNUZWFKDCQK-UHFFFAOYSA-N
COC1=CC=C(CN2CCCC(N3C=C(C(=O)NC4CCCC4)N=N3)C2)C(O)=C1,False,COc1ccc(CN2CCCC(n3cc(C(=O)NC4CCCC4)nn3)C2)c(O)c1,TZOFMWSBWHEPLQ-UHFFFAOYSA-N
CCOP(=O)(OCC)C(=O)OC1=CC=C(Cl)C=C1,False,CCOP(=O)(OCC)C(=O)Oc1ccc(Cl)cc1,ABAGTJARVQFMJH-UHFFFAOYSA-N
N#CC1(NC(=O)C2=NC=CC3=CC=CC=C23)CCC1,False,N#CC1(NC(=O)c2nccc3ccccc23)CCC1,KAFILMATCGJLAJ-DOMZBBRYSA-N
COC1=CC=C(C2=NN=C3SC(C(C)N4C(=O)C5=CC=CC=C5C4=O)=NN23)C=C1,False,COc1ccc(-c2nnc3sc(C(C)N4C(=O)c5ccccc5C4=O)nn23)cc1,XGVQHNUPYYISQD-UHFFFAOYSA-N
COCC1=C(C2=CC(F)=CC(F)=C2)N(C)N=C1CN[C@H]1CC[C@@H](F)C1,False,COCc1c(CN[C@H]2CC[C@@H](F)C2)nn(C)c1-c1cc(F)cc(F)c1,JOXPQBJMQDIKTQ-UHFFFAOYSA-N
CC1=CC=CC(C(=O)N2CCN(C3=CC=C(C(F)(F)F)C=N3)CC2)=C1C,False,Cc1cccc(C(=O)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C,LNDNDPVHCBVFLU-UHFFFAOYSA-N
CC1=NC(N2CCC3(CCCN(CCO)C3=O)C2)=C2SC=CC2=N1,False,Cc1nc(N2CCC3(CCCN(CCO)C3=O)C2)c2sccc2n1,ICAGRINJJFYTOB-UHFFFAOYSA-N
O=C(O)CCCCCCCCCCCCCCCNC(=O)NC1=CC=C(F)C=C1,False,O=C(O)CCCCCCCCCCCCCCCNC(=O)Nc1ccc(F)cc1,OIRPHHWRQRBBSQ-UHFFFAOYSA-N
NC1=NNC2=CC=CC(C3=CC=C(NC(=O)C4CCCCC4)C=C3)=C12,False,Nc1n[nH]c2cccc(-c3ccc(NC(=O)C4CCCCC4)cc3)c12,QGHLEPZBTTVHGJ-UHFFFAOYSA-N
CNCC(=O)NC1=CC=C(OC(F)(F)F)C=C1.Cl,False,CNCC(=O)Nc1ccc(OC(F)(F)F)cc1,QRKNYINSBXBIGH-UHFFFAOYSA-N
N=C(N)NCCCC(NC(=O)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1)C(=O)N1CCCC2=CC=CC=C2C1,False,N=C(N)NCCCC(NC(=O)C(c1ccccc1)c1ccc(Cl)cc1)C(=O)N1CCCc2ccccc2C1,JOWKQUOOCIUAMD-UHFFFAOYSA-N
COC1=CC=CC=C1CN=C(S)NC1=CC=C(S(N)(=O)=O)C=C1,False,COc1ccccc1CN=C(S)Nc1ccc(S(N)(=O)=O)cc1,RXZULUQRGUAOLG-OCDBVANQSA-N
CC(C)(C)CC(=O)N1CCC(N2N=CC3=C(OC4=CC=C(S(C)(=O)=O)C=C4)N=CN=C23)CC1,False,CC(C)(C)CC(=O)N1CCC(n2ncc3c(Oc4ccc(S(C)(=O)=O)cc4)ncnc32)CC1,NXXVJKXSPBXVLO-UHFFFAOYSA-N
O=C(O)CC/C=C\C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)C/C=C\CCO,True,O=C(O)CC/C=C\C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)C/C=C\CCO,MVQYAJKJFLZDIV-UHFFFAOYSA-N
CN(CC1=CC=C2C=NNC2=C1)C(=O)CCC1=CC=CC(C2=NC3=C(N)N=CN=C3N2)=C1,False,CN(Cc1ccc2cn[nH]c2c1)C(=O)CCc1cccc(-c2nc3c(N)ncnc3[nH]2)c1,KFKWUTRXPAZYNN-UHFFFAOYSA-N
CC1(C)CC(CCN(CC2=CC=CC=C2)C(=O)C2=CC=CO2)(C2=CC=CC=C2)CCO1,False,CC1(C)CC(CCN(Cc2ccccc2)C(=O)c2ccco2)(c2ccccc2)CCO1,SFSHGOHDCDQGQX-UHFFFAOYSA-N
COC1=CC=CC=C1NC(=O)CN1C(=O)C2(OCCCO2)C2=CC=CC=C12,False,COc1ccccc1NC(=O)CN1C(=O)C2(OCCCO2)c2ccccc21,NMDBMKMFARAOPP-ATANMQQVSA-N
CCCCCCOC1=C(OC)C=C(C(=O)OC2=CC=CC=C2CC[N+](C)(C)C)C=C1OC.[I-],False,CCCCCCOc1c(OC)cc(C(=O)Oc2ccccc2CC[N+](C)(C)C)cc1OC,RBFHCAHIEQNMRT-UHFFFAOYSA-N
CC[C@]1(C(=O)O)CC[C@H](C(=O)N2CC[C@](C3=CC=C(C(F)(C(F)(F)F)C(F)(F)F)C=C3)(S(=O)(=O)C3=CC=C(F)C=C3)C2)CC1,False,CC[C@]1(C(=O)O)CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,KKCYBSWCHXSZNX-UHFFFAOYSA-N
O=C1NC2=CC=CC=C2N1CCCCN1CCN(C2=CC=CC=C2)CC1,False,O=c1[nH]c2ccccc2n1CCCCN1CCN(c2ccccc2)CC1,UGKOGWUDRSXQOZ-MJTSIZKDSA-N
CCCC[N+](C)(C)CC1=CC2=C3C(=CC=C2)C=CC=C3C1=O.[Cl-],False,CCCC[N+](C)(C)CC1=Cc2cccc3cccc(c23)C1=O,ZQYHBNRTJLLJDT-FTJBHMTQSA-N
C=C1C(=O)OC[C@H]1C(C1=CC(OC)=C(O)C(OC)=C1)C1=CC(OC)=C2C(=C1)OCO2,False,C=C1C(=O)OC[C@H]1C(c1cc(OC)c(O)c(OC)c1)c1cc(OC)c2c(c1)OCO2,CCBFOQGVIFFPHI-UHFFFAOYSA-N
CCOC(=O)[C@H](CC1=CC=C2C=CC=CC2=C1)NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)C(C)(C)N,False,CCOC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(C)N,NUEGVXRTDJLNEE-UHFFFAOYSA-N
N#CC1=CC=C2NC=C(CCCCN3CCN(C4=CC=CC5=NC6=C(C(N)=C45)CCC6)CC3)C2=C1,False,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5nc6c(c(N)c45)CCC6)CC3)c2c1,LONYNNVHDVPQNH-VEILYXNESA-N
CN(C)CCCCOC(=O)NC1=CC=C(CN2N=C(C3=CC=CC=C3C(F)(F)F)C3=CC=CC=C3C2=O)C=C1,False,CN(C)CCCCOC(=O)Nc1ccc(Cn2nc(-c3ccccc3C(F)(F)F)c3ccccc3c2=O)cc1,SCUGGJJXJHUTKH-UHFFFAOYSA-N
COC1=CC=C(C(=O)N/C(=C\C2=CC=CC3=CC=CC=C23)C(=O)NCCC2=CNC3=CC=CC=C23)C=C1OC,False,COc1ccc(C(=O)N/C(=C\c2cccc3ccccc23)C(=O)NCCc2c[nH]c3ccccc23)cc1OC,BHGQPVMWEFIEAF-UHFFFAOYSA-N
COC1=CC(NC2=NC=C(C3=CC=CC=C3N(C)C(=O)CN3CCOCC3)O2)=CC=C1C1=COC=N1,False,COc1cc(Nc2ncc(-c3ccccc3N(C)C(=O)CN3CCOCC3)o2)ccc1-c1cocn1,LOJSURQQIVTLNL-UHFFFAOYSA-N
CC(C)C(NS(=O)(=O)C1=CC=C2C(=C1)OC(=O)N2C)C(=O)NCCC1=CC=CC=C1,False,CC(C)C(NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C)C(=O)NCCc1ccccc1,IRMLAZVFEBKCLD-YTYFACEESA-N
CC1=CC=C(C2=NC(CN(CC3=C(C)N(C)N=C3C)C(C)C)=C(C)O2)O1,False,Cc1ccc(-c2nc(CN(Cc3c(C)nn(C)c3C)C(C)C)c(C)o2)o1,DGXWEWDXKSUMLN-UHFFFAOYSA-N
O=C(C1CCCCC1)N1CCN2C(=O)N([C@H]3C[C@@H]3C3=CC=CC=C3)C(=O)C2C1,False,O=C(C1CCCCC1)N1CCN2C(=O)N([C@H]3C[C@@H]3c3ccccc3)C(=O)C2C1,ICNIHLCRBSFIFO-HUUCEWRRSA-N
O=C1C2=CC=C([N+](=O)[O-])C=C2N=CN1CC1=CC=CC=C1C(F)(F)F,False,O=c1c2ccc([N+](=O)[O-])cc2ncn1Cc1ccccc1C(F)(F)F,RGJOEKWQDUBAIZ-DRCCLKDXSA-N
N=C(N)N[C@@H]1CC2=CC=CC=C2[C@H]1NC(=O)C(=O)NC1=CC=C(Cl)C(F)=C1.O=CO,False,N=C(N)N[C@@H]1Cc2ccccc2[C@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,KHEVEQJKEGRYGK-QXONTCKQSA-N
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,False,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,FDGHNDMFQXREFC-UHFFFAOYSA-N
COCCN1C(=O)C2(N=C1N)C1=CC(CCC(C)C)=CC=C1C[C@]21CC[C@@H](OC)CC1,False,COCCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1,XAKFGUJDOOSGLA-ZRDIBKRKSA-N
CC(C)(C)C1=CC=C(C2=CN(C(CN3CCSCC3)C3=CC=C4SC5=CC=CC=C5C4=C3)N=N2)C=C1,False,CC(C)(C)c1ccc(-c2cn(C(CN3CCSCC3)c3ccc4sc5ccccc5c4c3)nn2)cc1,NBPXVOSSMHRDJZ-UHFFFAOYSA-N
OC1=C(/C=C2\C=NC3=CC=CC=C23)SC(NC2=CC=CC=C2)=N1,False,Oc1nc(Nc2ccccc2)sc1/C=C1\C=Nc2ccccc21,SUYXKWWKUKREST-HZUVFDMRSA-N
CC1=C(C2=CC=C(O)C(O)=C2)C(=O)OC2=CC=C(Cl)C=C12,False,Cc1c(-c2ccc(O)c(O)c2)c(=O)oc2ccc(Cl)cc12,VRFLASTXVGXXTO-UHFFFAOYSA-N
CC1=CC=C(/C=N/NC(=O)CN2N=C(/N=C/C3=CC=C(C)C=C3)C3=CC=C(C(F)(F)F)N=C23)C=C1,False,Cc1ccc(/C=N/NC(=O)Cn2nc(/N=C/c3ccc(C)cc3)c3ccc(C(F)(F)F)nc32)cc1,DQCDLEUWAKWLFK-UHFFFAOYSA-N
CC1=NN(C2=CC=C(NC3=CC(C4=NN(C)C=C4C)=CC=N3)C=C2)C(C)=N1,False,Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4C)ccn3)cc2)n1,XDOKHHIHQWUBSF-UHFFFAOYSA-N
Cl.OC(CNC1CCCCCC1)C1=CC=C(Cl)C(Cl)=C1,False,OC(CNC1CCCCCC1)c1ccc(Cl)c(Cl)c1,AZNFEKMBPZVEHH-UHFFFAOYSA-N
CCCNC(=O)COC(=O)C1=CC(C)=NC2=CC=CC=C12,False,CCCNC(=O)COC(=O)c1cc(C)nc2ccccc12,FEOYUCWLDPEHMW-UHFFFAOYSA-N
CCC1(CC)CC1C(=O)NCC(=O)N1CCN(CC2=CC(Cl)=CC=C2N)CC1,False,CCC1(CC)CC1C(=O)NCC(=O)N1CCN(Cc2cc(Cl)ccc2N)CC1,CHTQGTQAWFRXST-OVCLIPMQSA-N
CC(C)C1=CC=C(C(=O)N2CCCC(C3=CC(C(=O)NC4=CC=C5C(=C4)OCO5)=NO3)C2)C=C1,False,CC(C)c1ccc(C(=O)N2CCCC(c3cc(C(=O)Nc4ccc5c(c4)OCO5)no3)C2)cc1,PISGEVPDOXRNAQ-SLJXHRAUSA-N
CCOC(=O)CN1N=C(C)N(/N=C/C2=CC=NC=C2)C1=O,False,CCOC(=O)Cn1nc(C)n(/N=C/c2ccncc2)c1=O,GQFHYZBKRJHYAC-UHFFFAOYSA-N
C=C[C@]1(C)C[C@@H](OC(=O)CSC2=CC=CC=C2NC(=O)CN2CCN(C3=CC=CC=C3)CC2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@@H]23)[C@@H](C)[C@@H]1O,False,C=C[C@]1(C)C[C@@H](OC(=O)CSc2ccccc2NC(=O)CN2CCN(c3ccccc3)CC2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,YACWRWFDVPGDOY-QFIPXVFZSA-N
CCCC1=NNC(C2CN(CCCS(C)(=O)=O)CCO2)=N1,False,CCCc1n[nH]c(C2CN(CCCS(C)(=O)=O)CCO2)n1,KMELZRUXHYVFBM-UHFFFAOYSA-N
Cl.O=C(NC1=CC=C(CCNC[C@H](O)COC2=CC=CC=C2)C=C1)C1=CC=CC=C1,False,O=C(Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1)c1ccccc1,HBVXRUIPTGRFDT-PLCAQUOPSA-N
CCN(CC(=O)NCC1=CC=C(F)C=C1)C(=O)C(C)OC1=CC=CC(Cl)=C1,False,CCN(CC(=O)NCc1ccc(F)cc1)C(=O)C(C)Oc1cccc(Cl)c1,YIIMDPFPUHZTTA-VQTJNVASSA-N
CS(=O)(=O)N1C[C@@H]2CCCC[C@H](NC(=O)C3=CC=CC=C3)C(=O)N2[C@H](C(=O)N[C@H]2CC(=O)OC2O)C1,False,CS(=O)(=O)N1C[C@@H]2CCCC[C@H](NC(=O)c3ccccc3)C(=O)N2[C@H](C(=O)N[C@H]2CC(=O)OC2O)C1,IMQLMEGDRFUMLA-UHFFFAOYSA-N
CC(=O)OC[C@@H]1CN(CC2=CC=CC=C2)C[C@H](N2C=NC3=C(N4CCCC4)N=CN=C23)O1,False,CC(=O)OC[C@@H]1CN(Cc2ccccc2)C[C@H](n2cnc3c(N4CCCC4)ncnc32)O1,ZZCGYYMWYHEEBE-UHFFFAOYSA-N
CC1=CC=CC=C1C1=CN2C(=C1)C(NC1=CC=NC=C1)=NC=N2,False,Cc1ccccc1-c1cc2c(Nc3ccncc3)ncnn2c1,BUDXDTRWVOLBAH-UHFFFAOYSA-N
CC1=NC(N)=NC=C1CNC(=O)CN1C(C)=CC=C(NS(=O)(=O)CC2=CC=CC=C2)C1=O,False,Cc1nc(N)ncc1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,MGGVELXUGLBXKY-BWAHOGKJSA-N
CNC1=CC=C(CNCC2=CC=CC(C3=CC=C(C4=NC5=CC=CC=C5N4)S3)=C2)C=C1,False,CNc1ccc(CNCc2cccc(-c3ccc(-c4nc5ccccc5[nH]4)s3)c2)cc1,SFIMEMADLNGLGG-UHFFFAOYSA-N
CN(C)C1=CC=C(/C=C(\NC(=O)C2=CC=CC=C2)C(=O)NC2=CC=CC(C(=O)NCCCO)=C2)C=C1,False,CN(C)c1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)Nc2cccc(C(=O)NCCCO)c2)cc1,GUVLEBBZKMQLIY-UHFFFAOYSA-N
CC1CC(OCC(O)CN2CCN(CC3=CC=CC=C3)CC2)CC(C)(C)C1.Cl,False,CC1CC(OCC(O)CN2CCN(Cc3ccccc3)CC2)CC(C)(C)C1,QAOHORSYOWQUDA-UHFFFAOYSA-N
C1=CC=C(N2C=C3C=NC4=CC=CC=C4C3=N2)C=C1,False,c1ccc(-n2cc3cnc4ccccc4c3n2)cc1,CCUVHKGWZHIHRZ-UHFFFAOYSA-N
CC1=CC(NC(=O)CN2C=C(C3=CC=C(Cl)C=C3)N=N2)=NO1,False,Cc1cc(NC(=O)Cn2cc(-c3ccc(Cl)cc3)nn2)no1,DPDWNGMHHFIEDB-ONEGZZNKSA-N
